action_type,mechanism_of_action,molecule_chembl_id,target_chembl_id
INHIBITOR,Dopamine transporter inhibitor,CHEMBL4298139,CHEMBL238
HYDROLYTIC ENZYME,Dermatan sulfate hydrolytic enzyme,CHEMBL4297988,CHEMBL2364179
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4206033,CHEMBL2007625
INHIBITOR,B-raf/RAF proto-oncogene serine/threonine-protein kinase inhibitor,CHEMBL4583691,CHEMBL3883317
INHIBITOR,Serine-protein kinase ATR inhibitor,CHEMBL4647810,CHEMBL5024
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL4650283,CHEMBL1974
INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,CHEMBL3907479,CHEMBL3650
INHIBITOR,Mitogen-activated protein kinase; ERK1/ERK2 inhibitor,CHEMBL4650284,CHEMBL1907606
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4650281,CHEMBL203
INHIBITOR,Tyrosine-protein kinase receptor UFO inhibitor,CHEMBL3984441,CHEMBL4895
INHIBITOR,Tyrosine-protein kinase receptor FLT3 inhibitor,CHEMBL4650288,CHEMBL1974
INHIBITOR,Epidermal growth factor receptor inhibitor,CHEMBL4650289,CHEMBL2363049
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4650290,CHEMBL203
INHIBITOR,Histone-lysine N-methyltransferase EZH2 inhibitor,CHEMBL3287735,CHEMBL2189110
INHIBITOR,Fibroblast growth factor receptor 1 inhibitor,CHEMBL4650297,CHEMBL3650
INHIBITOR,Fibroblast growth factor receptor 2 inhibitor,CHEMBL4650297,CHEMBL4142
INHIBITOR,Fibroblast growth factor receptor 3 inhibitor,CHEMBL4650297,CHEMBL2742
INHIBITOR,Isocitrate dehydrogenase [NADP] cytoplasmic inhibitor,CHEMBL4167360,CHEMBL2007625
INHIBITOR,Macrophage migration inhibitory factor inhibitor,CHEMBL4650294,CHEMBL2085
INHIBITOR,Dopamine transporter inhibitor,CHEMBL4301162,CHEMBL238
INHIBITOR,Norepinephrine transporter inhibitor,CHEMBL4301162,CHEMBL222
HYDROLYTIC ENZYME,Antibodies hydrolytic enzyme,CHEMBL4297981,CHEMBL4630661
INHIBITOR,Human immunodeficiency virus type 1 integrase inhibitor,CHEMBL3137330,CHEMBL3471
SEQUESTERING AGENT,Apixaban sequestering agent,CHEMBL3544919,CHEMBL4495556
INHIBITOR,Cyclin-dependent kinase 4 inhibitor,CHEMBL4650272,CHEMBL331
SEQUESTERING AGENT,Rivaroxaban sequestering agent,CHEMBL3544919,CHEMBL4495555
SEQUESTERING AGENT,Edoxaban sequestering agent,CHEMBL3544919,CHEMBL4632345
SEQUESTERING AGENT,Dabigatran sequestering agent,CHEMBL3544919,CHEMBL3545433
INHIBITOR,Cytochrome P450 3A inhibitor,CHEMBL163,CHEMBL2364675
INHIBITOR,Tubulin inhibitor,CHEMBL2109574,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL3301589,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL1743028,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL3301585,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL2109281,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL2109282,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL3545372,CHEMBL2095182
INHIBITOR,Tubulin inhibitor,CHEMBL3833306,CHEMBL2095182
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1642,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1421,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL2095206,CHEMBL2096618
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL1201740,CHEMBL2096618
INHIBITOR,EML4-ALK inhibitor,CHEMBL3707320,CHEMBL3883330
INHIBITOR,EML4-ALK inhibitor,CHEMBL601719,CHEMBL3883330
INHIBITOR,EML4-ALK inhibitor,CHEMBL2403108,CHEMBL3883330
INHIBITOR,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,CHEMBL601719,CHEMBL2111387
INHIBITOR,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor) inhibitor,CHEMBL2403108,CHEMBL2111387
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL8,CHEMBL2363076
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL1202,CHEMBL2363076
ANTAGONIST,Serotonin 2 (5-HT2) receptor antagonist,CHEMBL278819,CHEMBL2095200
ANTAGONIST,Serotonin 2 (5-HT2) receptor antagonist,CHEMBL1364551,CHEMBL2095200
HYDROLYTIC ENZYME,Globotriosylceramide hydrolytic enzyme,CHEMBL2108214,CHEMBL2366040
INHIBITOR,Ephrin type-A receptor 2 inhibitor,CHEMBL1946170,CHEMBL2068
INHIBITOR,Nerve growth factor receptor Trk-A inhibitor,CHEMBL1946170,CHEMBL2815
INHIBITOR,"Isocitrate dehydrogenase [NADP], mitochondrial inhibitor",CHEMBL3989931,CHEMBL3991501
AGONIST,Glucagon-like peptide 1 receptor agonist,CHEMBL4650470,CHEMBL1784
ANTAGONIST,Serotonin 1a (5-HT1a) receptor antagonist,CHEMBL79261,CHEMBL214
AGONIST,Growth hormone receptor agonist,CHEMBL4298185,CHEMBL1976
INHIBITOR,Renin inhibitor,CHEMBL3969876,CHEMBL286
DEGRADER,Estrogen receptor alpha degrader,CHEMBL4650365,CHEMBL206
INHIBITOR,Acyl coenzyme A:cholesterol acyltransferase 1 inhibitor,CHEMBL46423,CHEMBL2782
INHIBITOR,Tyrosine-protein kinase TYK2 inhibitor,CHEMBL4459585,CHEMBL3553
ANTAGONIST,"Glutamate receptor ionotropic, AMPA 2 antagonist",CHEMBL61872,CHEMBL4016
INHIBITOR,Alcohol dehydrogenase class III inhibitor,CHEMBL3989910,CHEMBL4116
INHIBITOR,Phosphodiesterase 10A inhibitor,CHEMBL3989972,CHEMBL4409
CROSS-LINKING AGENT,Serum amyloid P-component cross-linking agent,CHEMBL25263,CHEMBL4929
INHIBITOR,DNA-(apurinic or apyrimidinic site) lyase inhibitor,CHEMBL578390,CHEMBL5619
HYDROLYTIC ENZYME,L-arginine hydrolytic enzyme,CHEMBL3137346,CHEMBL4651302
HYDROLYTIC ENZYME,L-arginine hydrolytic enzyme,CHEMBL4297803,CHEMBL4651302
INHIBITOR,Carbonic anhydrase inhibitor,CHEMBL328560,CHEMBL2095180
INHIBITOR,Tubulin inhibitor,CHEMBL2111109,CHEMBL2095182
INHIBITOR,Nuclear factor NF-kappa-B complex inhibitor,CHEMBL3786673,CHEMBL2094258
ANTAGONIST,Serotonin 3 (5-HT3) receptor antagonist,CHEMBL296522,CHEMBL2094132
INHIBITOR,Fibroblast growth factor receptor inhibitor,CHEMBL1834657,CHEMBL2095217
INHIBITOR,Vascular endothelial growth factor receptor inhibitor,CHEMBL2105756,CHEMBL2095227
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL2402904,CHEMBL1875
INHIBITOR,Coagulation factor X inhibitor,CHEMBL1922235,CHEMBL244
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4298168,CHEMBL2364673
INHIBITOR,Nucleoprotein inhibitor,CHEMBL223402,CHEMBL4105793
INHIBITOR,Tumor necrosis factor ligand superfamily member 13B inhibitor,CHEMBL3990000,CHEMBL2364158
INHIBITOR,Fusion glycoprotein F0 inhibitor,CHEMBL4468815,CHEMBL2364165
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL4650393,CHEMBL2058
INHIBITOR,Serine/threonine-protein kinase PLK4 inhibitor,CHEMBL4297462,CHEMBL3788
INHIBITOR,DNA inhibitor,CHEMBL2106499,CHEMBL2363048
INHIBITOR,Epidermal growth factor receptor erbB1 inhibitor,CHEMBL4297774,CHEMBL203
INHIBITOR,Topoisomerase IV inhibitor,CHEMBL3544978,CHEMBL2363077
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4297809,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4594505,CHEMBL2364168
INHIBITOR,Interleukin-12 inhibitor,CHEMBL4650437,CHEMBL2364153
BINDING AGENT,Mesothelin binding agent,CHEMBL4297777,CHEMBL3712878
BINDING AGENT,Tumor-associated calcium signal transducer 2 binding agent,CHEMBL4297939,CHEMBL3856163
VACCINE ANTIGEN,Amyloid-beta A4 protein vaccine antigen,CHEMBL2108058,CHEMBL2487
PARTIAL AGONIST,Muscarinic acetylcholine receptor M3 partial agonist,CHEMBL2111051,CHEMBL245
AGONIST,Erythropoietin receptor agonist,CHEMBL4594471,CHEMBL1817
INHIBITOR,Macrophage colony stimulating factor receptor inhibitor,CHEMBL4594608,CHEMBL1844
INHIBITOR,Tyrosine-protein kinase ABL inhibitor,CHEMBL4130229,CHEMBL1862
AGONIST,Prostanoid EP2 receptor agonist,CHEMBL563646,CHEMBL1881
INHIBITOR,Stem cell growth factor receptor inhibitor,CHEMBL2105756,CHEMBL1936
INHIBITOR,Neprilysin inhibitor,CHEMBL3989794,CHEMBL1944
DEGRADER,Estrogen receptor alpha degrader,CHEMBL4475463,CHEMBL206
INHIBITOR,c-Jun N-terminal kinase 3 inhibitor,CHEMBL4297650,CHEMBL2637
MODULATOR,Progesterone receptor modulator,CHEMBL3989936,CHEMBL208
INHIBITOR,PI3-kinase p110-delta subunit inhibitor,CHEMBL4297648,CHEMBL3130
INHIBITOR,Tumour suppressor p53/oncoprotein Mdm2 inhibitor,CHEMBL2402737,CHEMBL1907611
INHIBITOR,Heat shock protein HSP90 inhibitor,CHEMBL252164,CHEMBL2095165
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL2316582,CHEMBL2096618
AGONIST,Melatonin receptor agonist,CHEMBL4297523,CHEMBL2094268
PARTIAL AGONIST,GABA-A receptor; anion channel partial agonist,CHEMBL4297521,CHEMBL2093872
INHIBITOR,von Willebrand factor inhibitor,CHEMBL2108339,CHEMBL2021748
INHIBITOR,Complement C5 inhibitor,CHEMBL4298207,CHEMBL2364163
BINDING AGENT,B-lymphocyte antigen CD20 binding agent,CHEMBL4298092,CHEMBL2058
ANTISENSE INHIBITOR,Apolipoprotein C-III mRNA 3'UTR antisense inhibitor,CHEMBL3544994,CHEMBL4495602
INHIBITOR,RAS inhibitor,CHEMBL23293,CHEMBL4524006
VACCINE ANTIGEN,Globohexaosylceramide vaccine antigen,CHEMBL3707279,CHEMBL4651381
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL221886,CHEMBL2363135
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL4297712,CHEMBL2364031
INHIBITOR,Interleukin-23 inhibitor,CHEMBL4650437,CHEMBL2364154
ACTIVATOR,Cardiac myosin activator,CHEMBL4594304,CHEMBL3831286
INHIBITOR,T-cell immunoreceptor with Ig and ITIM domains inhibitor,CHEMBL4650473,CHEMBL4630878
INHIBITOR,T-cell immunoreceptor with Ig and ITIM domains inhibitor,CHEMBL4650411,CHEMBL4630878
INHIBITOR,Vascular endothelial growth factor A inhibitor,CHEMBL2108752,CHEMBL1783
AGONIST,Muscarinic acetylcholine receptor M4 agonist,CHEMBL21536,CHEMBL1821
ANTAGONIST,Serotonin 2b (5-HT2b) receptor antagonist,CHEMBL4297322,CHEMBL1833
VACCINE ANTIGEN,Epidermal growth factor receptor erbB1 vaccine antigen,CHEMBL2107863,CHEMBL203
AGONIST,Muscarinic acetylcholine receptor M1 agonist,CHEMBL21536,CHEMBL216
ANTAGONIST,Serotonin 7 (5-HT7) receptor antagonist,CHEMBL4297293,CHEMBL3155
ANTAGONIST,C-C chemokine receptor type 2 antagonist,CHEMBL3305901,CHEMBL4015
INHIBITOR,TGF-beta receptor type I inhibitor,CHEMBL3260567,CHEMBL4439
INHIBITOR,Endothelin-converting enzyme 1 inhibitor,CHEMBL3989794,CHEMBL4791
INHIBITOR,Tryptophan 5-hydroxylase 1 inhibitor,CHEMBL4069704,CHEMBL5689
AGONIST,Progesterone receptor agonist,CHEMBL1213583,CHEMBL208
INHIBITOR,Interleukin-18 inhibitor,CHEMBL2108054,CHEMBL1741305
AGONIST,Tumor necrosis factor receptor superfamily member 5 agonist,CHEMBL4297718,CHEMBL1250358
INHIBITOR,Enoyl-[acyl-carrier-protein] reductase (FabI) inhibitor,CHEMBL488937,CHEMBL3994
DISRUPTING AGENT,Tubulin disrupting agent,CHEMBL4297440,CHEMBL2095182
INHIBITOR,Bcr/Abl fusion protein inhibitor,CHEMBL4130229,CHEMBL2096618
ANTAGONIST,Adrenergic receptor alpha-2 antagonist,CHEMBL1255582,CHEMBL2095158
INHIBITOR,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor,CHEMBL245019,CHEMBL2111369
INHIBITOR,1-phosphatidylinositol 3-phosphate 5-kinase inhibitor,CHEMBL6067997,CHEMBL1938222
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL3426621,CHEMBL2111459
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL38380,CHEMBL2111459
INHIBITOR,Rho-associated protein kinase 2 inhibitor,CHEMBL2005186,CHEMBL2973
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL4802130,CHEMBL2111459
PARTIAL AGONIST,Kappa opioid receptor partial agonist,CHEMBL2105749,CHEMBL237
ANTAGONIST,Androgen Receptor antagonist,CHEMBL4594417,CHEMBL1871
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL296522,CHEMBL1875
INHIBITOR,Fusion glycoprotein F0 inhibitor,CHEMBL4297575,CHEMBL2364165
DISRUPTING AGENT,DNA disrupting agent,CHEMBL1652128,CHEMBL2363048
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4594503,CHEMBL2364168
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL6067483,CHEMBL2364031
INHIBITOR,Structural capsid protein inhibitor,CHEMBL4594438,CHEMBL2366504
INHIBITOR,RNA inhibitor,CHEMBL20883,CHEMBL2311222
INHIBITOR,Alpha-ketoglutarate-dependent dioxygenase FTO inhibitor,CHEMBL25336,CHEMBL2331065
HYDROLYTIC ENZYME,Angiotensinogen hydrolytic enzyme,CHEMBL4297887,CHEMBL3596085
INHIBITOR,Protein P inhibitor,CHEMBL2106499,CHEMBL3833482
INHIBITOR,Interleukin-33 inhibitor,CHEMBL4650487,CHEMBL4630890
INHIBITOR,Myeloperoxidase inhibitor,CHEMBL4297594,CHEMBL2439
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL267044,CHEMBL217
ANTAGONIST,Dopamine D2 receptor antagonist,CHEMBL399510,CHEMBL217
INHIBITOR,Thromboxane-A synthase inhibitor,CHEMBL1257015,CHEMBL1835
PARTIAL AGONIST,Delta opioid receptor partial agonist,CHEMBL2105749,CHEMBL236
ANTAGONIST,Serotonin 2a (5-HT2a) receptor antagonist,CHEMBL52939,CHEMBL224
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL109831,CHEMBL247
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL175691,CHEMBL247
POSITIVE ALLOSTERIC MODULATOR,Dopamine D1 receptor positive allosteric modulator,CHEMBL3421729,CHEMBL2056
AGONIST,Motilin receptor agonist,CHEMBL2105890,CHEMBL2203
INHIBITOR,Subtilisin/kexin type 9 inhibitor,CHEMBL4594554,CHEMBL2929
ACTIVATOR,Hexokinase type IV activator,CHEMBL2165615,CHEMBL3820
INHIBITOR,Dihydroorotate dehydrogenase inhibitor,CHEMBL1956285,CHEMBL3486
INHIBITOR,Hepatocyte growth factor receptor inhibitor,CHEMBL4297774,CHEMBL3717
ANTAGONIST,C-C chemokine receptor type 2 antagonist,CHEMBL4457723,CHEMBL4015
POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL4101487,CHEMBL4051
INHIBITOR,11-beta-hydroxysteroid dehydrogenase 1 inhibitor,CHEMBL3669417,CHEMBL4235
INHIBITOR,11-beta-hydroxysteroid dehydrogenase 1 inhibitor,CHEMBL4297457,CHEMBL4235
BINDING AGENT,Receptor tyrosine-protein kinase erbB-3 binding agent,CHEMBL4594611,CHEMBL5838
INHIBITOR,Reverse transcriptase inhibitor,CHEMBL519846,CHEMBL1681630
AGONIST,Tumor necrosis factor receptor superfamily member 4 agonist,CHEMBL4297968,CHEMBL3989383
INHIBITOR,Complement C5 inhibitor,CHEMBL4594316,CHEMBL2364163
INHIBITOR,"NACHT, LRR and PYD domains-containing protein 3 inhibitor",CHEMBL3989943,CHEMBL1741208
PARTIAL AGONIST,Muscarinic acetylcholine receptor M2 partial agonist,CHEMBL2111051,CHEMBL211
INHIBITOR,DNA-directed RNA polymerase I subunit RPA1 inhibitor,CHEMBL573352,CHEMBL3286067
INHIBITOR,Epidermal growth factor receptor inhibitor,CHEMBL4297661,CHEMBL2363049
AGONIST,Toll-like receptor 9 agonist,CHEMBL4297993,CHEMBL5804
INHIBITOR,Peptidoglycan inhibitor,CHEMBL262777,CHEMBL3041361
AGONIST,Peroxisome proliferator-activated receptor agonist,CHEMBL4650349,CHEMBL3559683
INHIBITOR,Interleukin 17A inhibitor,CHEMBL4297686,CHEMBL3390822
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL3989966,CHEMBL2363135
INHIBITOR,GTPase KRas inhibitor,CHEMBL4594350,CHEMBL2189121
DISRUPTING AGENT,DNA disrupting agent,CHEMBL447629,CHEMBL2311221
BLOCKER,Sodium channel alpha subunit blocker,CHEMBL529437,CHEMBL2331043
AGONIST,Inducible T-cell costimulator agonist,CHEMBL4298004,CHEMBL3712953
INHIBITOR,Lymphocyte activation gene 3 protein inhibitor,CHEMBL4594578,CHEMBL4630881
INHIBITOR,DNA topoisomerase I inhibitor,CHEMBL4594611,CHEMBL1781
INHIBITOR,Adenosine deaminase inhibitor,CHEMBL284483,CHEMBL1910
AGONIST,Serotonin 1a (5-HT1a) receptor agonist,CHEMBL1614652,CHEMBL214
INHIBITOR,Tyrosinase inhibitor,CHEMBL232202,CHEMBL1973
ANTAGONIST,Oxytocin receptor antagonist,CHEMBL1254025,CHEMBL2049
INHIBITOR,Thromboxane A2 receptor inhibitor,CHEMBL1257015,CHEMBL2069
ACTIVATOR,Hexokinase type IV activator,CHEMBL2165620,CHEMBL3820
INHIBITOR,Autotaxin inhibitor,CHEMBL3828074,CHEMBL3691
AGONIST,Gastric inhibitory polypeptide receptor agonist,CHEMBL4297839,CHEMBL4383
INHIBITOR,5-lipoxygenase activating protein inhibitor,CHEMBL88712,CHEMBL4550
INHIBITOR,Leukotriene A4 hydrolase inhibitor,CHEMBL4297604,CHEMBL4618
AGONIST,Glucagon-like peptide 2 receptor agonist,CHEMBL4563522,CHEMBL5844
INHIBITOR,T-cell surface antigen CD4 inhibitor,CHEMBL4297846,CHEMBL2754
INHIBITOR,GMP synthase [glutamine-hydrolyzing] inhibitor,CHEMBL245019,CHEMBL5721
AGONIST,Tumor necrosis factor receptor superfamily member 5 agonist,CHEMBL4297721,CHEMBL1250358
INHIBITOR,DNA-directed RNA polymerase II subunit RPB1 inhibitor,CHEMBL573352,CHEMBL1641353
AGONIST,Atrial natriuretic peptide receptor agonist,CHEMBL2104386,CHEMBL2111337
STABILISER,ADM stabiliser,CHEMBL4650434,CHEMBL2062356
INHIBITOR,Rho-associated protein kinase inhibitor,CHEMBL4594454,CHEMBL2111459
AGONIST,Beta-2 adrenergic receptor agonist,CHEMBL88055,CHEMBL210
ANTAGONIST,Beta-2 adrenergic receptor antagonist,CHEMBL2107546,CHEMBL210
INHIBITOR,"1,3-beta-glucan synthase inhibitor",CHEMBL4298168,CHEMBL2364674
MODULATOR,Glycosaminoglycans modulator,CHEMBL2107763,CHEMBL3991481
INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor,CHEMBL4650483,CHEMBL2364164
INHIBITOR,Janus Kinase (JAK) inhibitor,CHEMBL4650343,CHEMBL2363062
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL4297748,CHEMBL3390826
INHIBITOR,Platelet glycoprotein VI (GPVI) inhibitor,CHEMBL4650395,CHEMBL3308912
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL3137691,CHEMBL2363135
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4650393,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4298092,CHEMBL2364168
BINDING AGENT,T cell surface glycoprotein CD3 binding agent,CHEMBL4297788,CHEMBL2364168
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL460287,CHEMBL2311221
CROSS-LINKING AGENT,DNA cross-linking agent,CHEMBL12948,CHEMBL2311221
VACCINE ANTIGEN,Mucin-1 vaccine antigen,CHEMBL3039544,CHEMBL3580494
INHIBITOR,Programmed cell death 1 ligand 1 inhibitor,CHEMBL4650483,CHEMBL3580522
INHIBITOR,DNA polymerase inhibitor,CHEMBL203321,CHEMBL3988586
INHIBITOR,Replicase polyprotein 1ab inhibitor,CHEMBL519846,CHEMBL4523582
INHIBITOR,DNA topoisomerase I inhibitor,CHEMBL4297939,CHEMBL1781
INHIBITOR,c-Jun N-terminal kinase 3 inhibitor,CHEMBL4297348,CHEMBL2637
INHIBITOR,Ileal bile acid transporter inhibitor,CHEMBL17879,CHEMBL2778
INHIBITOR,Sodium/glucose cotransporter 2 inhibitor,CHEMBL4297452,CHEMBL3884
NEGATIVE ALLOSTERIC MODULATOR,Tyrosine-protein kinase TYK2 negative allosteric modulator,CHEMBL4435170,CHEMBL3553
POSITIVE MODULATOR,Cystic fibrosis transmembrane conductance regulator positive modulator,CHEMBL4297649,CHEMBL4051
INHIBITOR,"Nitric oxide synthase, inducible inhibitor",CHEMBL1911882,CHEMBL4481
INHIBITOR,Beta-secretase 1 inhibitor,CHEMBL3989948,CHEMBL4822
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4650321,CHEMBL5251
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL2160007,CHEMBL4296320
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL1957287,CHEMBL4296320
SEQUESTERING AGENT,Cholesterol sequestering agent,CHEMBL577294,CHEMBL4651303
PARTIAL AGONIST,Neuronal acetylcholine receptor; alpha4/beta2 partial agonist,CHEMBL1076903,CHEMBL1907589
ANTAGONIST,Adrenergic receptor alpha-2 antagonist,CHEMBL10316,CHEMBL2095158
INHIBITOR,Elongation factor 1-alpha 2 inhibitor,CHEMBL451930,CHEMBL1795122
AGONIST,Nociceptin receptor agonist,CHEMBL4297427,CHEMBL2014
INHIBITOR,Synaptosomal nerve-associated protein 25 (SNAP-25) inhibitor,CHEMBL3707359,CHEMBL2364159
INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor,CHEMBL4297876,CHEMBL2364164
INHIBITOR,IDH1/IDH2 inhibitor,CHEMBL4279047,CHEMBL4523659
INHIBITOR,B-lymphocyte antigen CD19 inhibitor,CHEMBL4298134,CHEMBL3390821
DISRUPTING AGENT,Cell membrane disrupting agent,CHEMBL1410,CHEMBL3390826
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL453514,CHEMBL2363135
INHIBITOR,Bacterial 70S ribosome inhibitor,CHEMBL3989751,CHEMBL2363135
HYDROLYTIC ENZYME,RNA hydrolytic enzyme,CHEMBL4297821,CHEMBL2311222
HYDROLYTIC ENZYME,Globotriosylceramide hydrolytic enzyme,CHEMBL4297801,CHEMBL2366040
INHIBITOR,Interleukin-13 inhibitor,CHEMBL4297864,CHEMBL3580486
INHIBITOR,Programmed cell death protein 1 inhibitor,CHEMBL4594578,CHEMBL3307223
OXIDATIVE ENZYME,Uric acid oxidative enzyme,CHEMBL2108722,CHEMBL2364183
AGONIST,Stimulator of interferon genes protein agonist,CHEMBL4297688,CHEMBL4523377
BINDING AGENT,Tumor necrosis factor receptor superfamily member 17 binding agent,CHEMBL4594505,CHEMBL4523587
ANTAGONIST,T-cell immunoreceptor with Ig and ITIM domains antagonist,CHEMBL4297894,CHEMBL4630878
INHIBITOR,T-cell immunoreceptor with Ig and ITIM domains inhibitor,CHEMBL4650392,CHEMBL4630878
AGONIST,Dopamine D2 receptor agonist,CHEMBL2218861,CHEMBL217
BINDING AGENT,Gonadotropin-releasing hormone receptor binding agent,CHEMBL4297748,CHEMBL1855
INHIBITOR,Platelet-derived growth factor receptor beta inhibitor,CHEMBL2105756,CHEMBL1913
AGONIST,Peroxisome proliferator-activated receptor gamma agonist,CHEMBL1267,CHEMBL235
AGONIST,Prostanoid FP receptor agonist,CHEMBL184999,CHEMBL1987
INHIBITOR,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,CHEMBL519846,CHEMBL247
AGONIST,Bile acid receptor FXR agonist,CHEMBL3746388,CHEMBL2047
DEGRADER,Estrogen receptor alpha degrader,CHEMBL4650316,CHEMBL206
INHIBITOR,Cytosolic phospholipase A2 inhibitor,CHEMBL2104969,CHEMBL3816
ACTIVATOR,Hexokinase type IV activator,CHEMBL4297302,CHEMBL3820
POSITIVE ALLOSTERIC MODULATOR,Tyrosine-protein kinase Lyn positive allosteric modulator,CHEMBL8030,CHEMBL3905
ANTAGONIST,C-C chemokine receptor type 2 antagonist,CHEMBL2029422,CHEMBL4015
INHIBITOR,Alcohol dehydrogenase class III inhibitor,CHEMBL1738699,CHEMBL4116
INHIBITOR,Toll-like receptor 2 inhibitor,CHEMBL4297333,CHEMBL4163
INHIBITOR,Tyrosine-protein kinase BTK inhibitor,CHEMBL4650485,CHEMBL5251
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL2043025,CHEMBL4296320
INHIBITOR,RNA-directed RNA polymerase inhibitor,CHEMBL393820,CHEMBL4296320
INHIBITOR,Egl nine homolog 1 inhibitor,CHEMBL3646118,CHEMBL5697
ANTAGONIST,IgG receptor FcRn large subunit p51 antagonist,CHEMBL4594310,CHEMBL5966
INHIBITOR,IgG receptor FcRn large subunit p51 inhibitor,CHEMBL4650514,CHEMBL5966
ANTAGONIST,Serotonin 3 (5-HT3) receptor antagonist,CHEMBL60889,CHEMBL2094132
AGONIST,Serotonin 4 (5-HT4) receptor agonist,CHEMBL267044,CHEMBL1875
AGONIST,Tumor necrosis factor receptor superfamily member 4 agonist,CHEMBL4297883,CHEMBL3989383
INHIBITOR,DNA-directed RNA polymerase inhibitor,CHEMBL236297,CHEMBL4296169
BINDING AGENT,G-protein coupled receptor family C group 5 member D binding agent,CHEMBL4594503,CHEMBL4523925
INHIBITOR,Cytotoxic T-lymphocyte protein 4 inhibitor,CHEMBL4650419,CHEMBL2364164
INHIBITOR,Cell division cycle 7-related protein kinase inhibitor,CHEMBL4297644,CHEMBL5443
INHIBITOR,Cyclooxygenase-2 inhibitor,CHEMBL364804,CHEMBL230
